subscription_id,recent_usage,avg_usage,usage_trend
S-0027d3,4.0,11.0,0.3333333333333333
S-003647,12.0,8.875,1.2151898734177216
S-004d19,9.0,9.0,0.9
S-004eb4,7.0,10.0,0.6363636363636364
S-008cab,17.0,10.666666666666666,1.4571428571428573
S-009027,11.0,10.8,0.9322033898305084
S-00fb6e,8.0,11.4,0.6451612903225806
S-0144ac,10.0,7.5,1.1764705882352942
S-01daf5,16.0,11.333333333333334,1.2972972972972971
S-020222,5.0,9.4,0.4807692307692307
S-0206eb,7.0,9.285714285714286,0.6805555555555555
S-021297,10.0,10.5,0.8695652173913043
S-021ca9,14.0,10.0,1.2727272727272727
S-0267b7,8.0,9.8,0.7407407407407407
S-02a3aa,4.0,9.428571428571429,0.3835616438356164
S-02af5d,13.0,9.666666666666666,1.21875
S-02cde8,8.0,9.285714285714286,0.7777777777777777
S-02d6c8,5.0,10.8,0.423728813559322
S-03340d,28.0,11.375,2.2626262626262625
S-03a5b0,29.0,9.0,2.9
S-03ac49,8.0,9.0,0.8
S-03bfa3,10.0,9.833333333333334,0.923076923076923
S-041534,4.0,10.0,0.36363636363636365
S-04911c,16.0,10.75,1.3617021276595744
S-04ab7e,10.0,9.571428571428571,0.9459459459459459
S-0509b8,17.0,11.0,1.4166666666666667
S-05624a,7.0,9.571428571428571,0.6621621621621622
S-05b245,6.0,10.125,0.5393258426966292
S-0639f1,11.0,8.5,1.1578947368421053
S-067c38,10.0,9.5,0.9523809523809523
S-078c2b,7.0,9.333333333333334,0.6774193548387096
S-07aba0,11.0,12.0,0.8461538461538461
S-07c2c2,17.0,11.5,1.36
S-07ff57,9.0,9.714285714285714,0.8400000000000001
S-084f4a,13.0,9.5,1.2380952380952381
S-0896bc,10.0,9.75,0.9302325581395349
S-08a3d4,15.0,11.714285714285714,1.1797752808988764
S-08fc73,13.0,10.333333333333334,1.1470588235294117
S-0921a1,12.0,7.625,1.391304347826087
S-09223a,6.0,7.142857142857143,0.736842105263158
S-09251c,8.0,9.285714285714286,0.7777777777777777
S-096835,7.0,7.75,0.8
S-09c11e,10.0,9.571428571428571,0.9459459459459459
S-0a28cd,9.0,8.2,0.9782608695652175
S-0a6b6b,5.0,8.0,0.5555555555555556
S-0ab4e8,13.0,11.285714285714286,1.0581395348837208
S-0ab9fb,14.0,12.5,1.037037037037037
S-0aba5b,10.0,9.714285714285714,0.9333333333333333
S-0ada66,16.0,10.8,1.3559322033898304
S-0b2ac3,12.0,9.0,1.2
S-0b7eba,19.0,10.571428571428571,1.6419753086419753
S-0b831e,12.0,9.75,1.1162790697674418
S-0bb284,13.0,12.666666666666666,0.951219512195122
S-0bdbb3,13.0,10.0,1.1818181818181819
S-0bf451,12.0,9.444444444444445,1.1489361702127658
S-0c0691,9.0,9.25,0.8780487804878049
S-0c47cb,23.0,11.6,1.8253968253968254
S-0c56e1,8.0,8.857142857142858,0.8115942028985507
S-0c91c4,11.0,9.0,1.1
S-0d0202,5.0,10.0,0.45454545454545453
S-0d2fb8,12.0,13.5,0.8275862068965517
S-0d4d11,15.0,9.0,1.5
S-0d6ea4,15.0,11.0,1.25
S-0d8293,9.0,8.88888888888889,0.9101123595505618
S-0e0578,18.0,14.0,1.2
S-0e0ec8,14.0,9.333333333333334,1.3548387096774193
S-0e1d53,12.0,10.25,1.0666666666666667
S-0e9334,12.0,8.8,1.2244897959183672
S-0e9f04,14.0,10.125,1.2584269662921348
S-0eb2e0,15.0,10.833333333333334,1.2676056338028168
S-0eff34,14.0,9.272727272727273,1.3628318584070795
S-0f9910,10.0,9.4,0.9615384615384615
S-0fc73c,10.0,7.833333333333333,1.1320754716981134
S-0fc93f,13.0,14.6,0.8333333333333334
S-0ff1eb,8.0,8.2,0.8695652173913044
S-0ff481,7.0,9.333333333333334,0.6774193548387096
S-101401,13.0,10.0,1.1818181818181819
S-1053c9,10.0,9.11111111111111,0.989010989010989
S-10a1b5,5.0,9.375,0.4819277108433735
S-10bd09,11.0,10.5,0.9565217391304348
S-10fc7d,13.0,12.0,1.0
S-111683,11.0,11.0,0.9166666666666666
S-113e86,8.0,12.375,0.5981308411214953
S-11e29d,10.0,8.666666666666666,1.0344827586206897
S-138c41,15.0,12.714285714285714,1.09375
S-13939b,6.0,9.1,0.594059405940594
S-13b606,8.0,13.25,0.5614035087719298
S-13c8b6,9.0,9.0,0.9
S-140d3a,9.0,10.428571428571429,0.7875
S-147ad7,9.0,10.285714285714286,0.7974683544303797
S-148506,5.0,9.5,0.47619047619047616
S-149409,10.0,9.666666666666666,0.9375
S-14a95a,9.0,9.333333333333334,0.8709677419354839
S-14d060,8.0,8.5,0.8421052631578947
S-150c8e,12.0,11.0,1.0
S-151b22,9.0,9.25,0.8780487804878049
S-1526b7,8.0,9.5,0.7619047619047619
S-154918,11.0,10.0,1.0
S-15662a,9.0,7.333333333333333,1.08
S-15afd8,10.0,8.8,1.0204081632653061
S-15c444,12.0,11.0,1.0
S-15d2d2,16.0,10.285714285714286,1.4177215189873418
S-162441,11.0,10.6,0.9482758620689655
S-162e73,8.0,8.4,0.851063829787234
S-1630dd,13.0,9.666666666666666,1.21875
S-165850,13.0,11.25,1.0612244897959184
S-16a545,10.0,9.142857142857142,0.9859154929577465
S-16dfaf,4.0,6.0,0.5714285714285714
S-16f4a2,9.0,8.0,1.0
S-17f71d,14.0,10.444444444444445,1.2233009708737863
S-180859,10.0,10.0,0.9090909090909091
S-18356d,8.0,7.666666666666667,0.9230769230769229
S-1876fb,8.0,9.6,0.7547169811320755
S-188518,10.0,8.666666666666666,1.0344827586206897
S-18b1f9,14.0,9.166666666666666,1.3770491803278688
S-18b808,5.0,8.0,0.5555555555555556
S-18f7e5,8.0,9.5,0.7619047619047619
S-19029a,12.0,9.0,1.2
S-19950d,8.0,10.875,0.6736842105263158
S-19cb09,7.0,9.375,0.6746987951807228
S-19edee,9.0,9.166666666666666,0.8852459016393444
S-1a0f22,11.0,9.833333333333334,1.0153846153846153
S-1a93b8,8.0,10.333333333333334,0.7058823529411764
S-1a9fb7,18.0,14.0,1.2
S-1acdd2,9.0,8.363636363636363,0.9611650485436893
S-1ad9cb,10.0,10.571428571428571,0.8641975308641976
S-1bbdb1,8.0,11.666666666666666,0.6315789473684211
S-1bf697,9.0,11.0,0.75
S-1c45b4,15.0,15.0,0.9375
S-1cb993,6.0,7.75,0.6857142857142857
S-1ccdd4,6.0,10.0,0.5454545454545454
S-1cdd2c,10.0,10.6,0.8620689655172414
S-1cefc9,7.0,10.2,0.625
S-1cf9b0,11.0,11.333333333333334,0.8918918918918919
S-1d3a93,8.0,8.333333333333334,0.8571428571428571
S-1da72c,10.0,9.5,0.9523809523809523
S-1e5fd7,19.0,10.166666666666666,1.7014925373134329
S-1e83a6,7.0,7.0,0.875
S-1f0d7f,11.0,11.5,0.88
S-1f15a2,15.0,9.857142857142858,1.381578947368421
S-1f2b1a,10.0,10.090909090909092,0.901639344262295
S-1f5faf,12.0,9.428571428571429,1.1506849315068493
S-1f9da0,10.0,12.142857142857142,0.7608695652173914
S-1fd72a,16.0,13.0,1.1428571428571428
S-1ff580,9.0,11.25,0.7346938775510204
S-1ffdd8,10.0,11.5,0.8
S-20152a,9.0,10.0,0.8181818181818182
S-202695,8.0,13.2,0.5633802816901409
S-20d02a,6.0,9.857142857142858,0.5526315789473684
S-2126cd,7.0,8.2,0.7608695652173914
S-21393c,7.0,9.5,0.6666666666666666
S-21bd9b,10.0,9.857142857142858,0.9210526315789473
S-21f8b3,8.0,10.0,0.7272727272727273
S-2223bf,12.0,10.5,1.0434782608695652
S-22eb3c,7.0,8.0,0.7777777777777778
S-22f848,7.0,10.75,0.5957446808510638
S-23281c,13.0,11.625,1.0297029702970297
S-234115,8.0,8.0,0.8888888888888888
S-246942,10.0,11.0,0.8333333333333334
S-24a63d,12.0,8.6,1.25
S-24ae40,8.0,7.571428571428571,0.9333333333333333
S-2574a3,16.0,8.555555555555555,1.6744186046511629
S-25f647,7.0,9.666666666666666,0.65625
S-263c1e,9.0,12.0,0.6923076923076923
S-2661dc,14.0,12.0,1.0769230769230769
S-26836c,7.0,9.0,0.7
S-270a4e,6.0,9.0,0.6
S-270e94,6.0,8.6,0.625
S-276555,5.0,5.5,0.7692307692307693
S-27e42e,24.0,12.5,1.7777777777777777
S-27f7b2,26.0,10.0,2.3636363636363638
S-2877e6,18.0,8.428571428571429,1.909090909090909
S-287914,23.0,9.571428571428571,2.175675675675676
S-2923fc,9.0,10.875,0.7578947368421053
S-294fb2,11.0,11.285714285714286,0.8953488372093023
S-29b014,13.0,11.75,1.0196078431372548
S-29ccb8,9.0,9.666666666666666,0.84375
S-2a928c,13.0,10.428571428571429,1.1375
S-2aaa9c,7.0,9.125,0.691358024691358
S-2aadef,6.0,8.714285714285714,0.6176470588235294
S-2aec7e,16.0,8.5,1.6842105263157894
S-2b2fa8,11.0,11.125,0.9072164948453608
S-2bbf5c,22.0,9.0,2.2
S-2c091a,17.0,8.75,1.7435897435897436
S-2c270f,5.0,9.2,0.4901960784313726
S-2c53ad,22.0,9.428571428571429,2.1095890410958904
S-2c617b,11.0,9.75,1.0232558139534884
S-2c64e6,7.0,9.11111111111111,0.6923076923076923
S-2c9cea,11.0,8.0,1.2222222222222223
S-2d0c1f,10.0,10.0,0.9090909090909091
S-2daa17,9.0,10.333333333333334,0.7941176470588235
S-2dc98b,10.0,9.285714285714286,0.9722222222222221
S-2ddb46,6.0,9.0,0.6
S-2ded36,14.0,13.0,1.0
S-2e1ceb,8.0,10.777777777777779,0.6792452830188679
S-2e55e6,13.0,10.0,1.1818181818181819
S-2e84f2,15.0,10.333333333333334,1.3235294117647058
S-2ec763,15.0,9.8,1.3888888888888888
S-2f07f6,13.0,10.555555555555555,1.125
S-2ff0ab,10.0,8.0,1.1111111111111112
S-2ff628,13.0,11.0,1.0833333333333333
S-3037ab,10.0,9.4,0.9615384615384615
S-304f59,7.0,8.857142857142858,0.7101449275362318
S-30a9dd,8.0,9.2,0.7843137254901962
S-30bb47,10.0,10.0,0.9090909090909091
S-30e0c1,14.0,10.666666666666666,1.2
S-3223a2,10.0,7.6,1.1627906976744187
S-32ab86,7.0,7.75,0.8
S-32b223,12.0,14.333333333333334,0.7826086956521738
S-33200e,9.0,9.0,0.9
S-334ceb,19.0,9.2,1.8627450980392157
S-33598f,19.0,11.6,1.507936507936508
S-33deb8,10.0,11.545454545454545,0.7971014492753623
S-33e4e2,7.0,8.5,0.7368421052631579
S-3401bf,12.0,10.333333333333334,1.0588235294117647
S-343743,13.0,11.125,1.0721649484536082
S-343bab,6.0,5.666666666666667,0.8999999999999999
S-34553e,8.0,11.0,0.6666666666666666
S-3476e2,14.0,9.375,1.3493975903614457
S-34f2f9,9.0,12.375,0.6728971962616822
S-3503b4,9.0,8.857142857142858,0.9130434782608695
S-3503cb,9.0,11.285714285714286,0.7325581395348837
S-35a9b6,8.0,9.75,0.7441860465116279
S-35c8a3,6.0,8.25,0.6486486486486487
S-36b46e,12.0,8.6,1.25
S-36d5c9,9.0,10.75,0.7659574468085106
S-36f84f,8.0,10.0,0.7272727272727273
S-36f8c0,8.0,8.0,0.8888888888888888
S-374511,8.0,9.625,0.7529411764705882
S-37a280,6.0,8.75,0.6153846153846154
S-381420,10.0,8.333333333333334,1.0714285714285714
S-384681,11.0,10.0,1.0
S-38ac0c,6.0,9.166666666666666,0.5901639344262295
S-38bf32,7.0,9.75,0.6511627906976745
S-3909f9,12.0,8.142857142857142,1.3125
S-3947da,11.0,8.428571428571429,1.1666666666666667
S-39a5a7,8.0,8.5,0.8421052631578947
S-39c024,11.0,11.8,0.859375
S-3a3d0f,27.0,12.0,2.076923076923077
S-3a57be,34.0,11.625,2.6930693069306932
S-3a694d,7.0,7.5,0.8235294117647058
S-3a897f,7.0,9.666666666666666,0.65625
S-3abf3f,6.0,7.4,0.7142857142857143
S-3b7f8e,18.0,10.142857142857142,1.6153846153846154
S-3bdedd,14.0,10.166666666666666,1.2537313432835822
S-3c0121,9.0,9.5,0.8571428571428571
S-3c4cae,16.0,8.571428571428571,1.671641791044776
S-3c87b4,16.0,10.625,1.3763440860215055
S-3c9115,19.0,12.333333333333334,1.425
S-3ceff3,11.0,8.555555555555555,1.1511627906976745
S-3d46f8,8.0,7.75,0.9142857142857143
S-3d7bed,13.0,10.25,1.1555555555555554
S-3da8ee,23.0,9.857142857142858,2.1184210526315788
S-3df6ee,8.0,12.0,0.6153846153846154
S-3e0991,7.0,8.666666666666666,0.7241379310344828
S-3e24ed,10.0,10.0,0.9090909090909091
S-3e453b,10.0,11.25,0.8163265306122449
S-3eb56d,7.0,8.0,0.7777777777777778
S-3f1bb5,7.0,8.0,0.7777777777777778
S-400e62,9.0,11.5,0.72
S-40adae,14.0,10.0,1.2727272727272727
S-40d87e,12.0,11.090909090909092,0.9924812030075187
S-40dcf4,20.0,10.0,1.8181818181818181
S-41023c,11.0,11.4,0.8870967741935484
S-41d4ca,13.0,10.666666666666666,1.1142857142857143
S-4291f7,13.0,9.166666666666666,1.278688524590164
S-42d724,7.0,8.428571428571429,0.7424242424242424
S-42daaa,10.0,10.666666666666666,0.8571428571428572
S-4305f1,4.0,8.6,0.4166666666666667
S-43b137,11.0,9.5,1.0476190476190477
S-43c80c,7.0,9.5,0.6666666666666666
S-455183,9.0,11.0,0.75
S-456829,11.0,10.5,0.9565217391304348
S-45baa6,17.0,8.75,1.7435897435897436
S-45c47e,16.0,11.5,1.28
S-462bd2,12.0,10.666666666666666,1.0285714285714287
S-465825,3.0,9.0,0.3
S-4690b3,17.0,12.25,1.2830188679245282
S-47048b,13.0,10.0,1.1818181818181819
S-472fda,14.0,13.0,1.0
S-477317,8.0,10.75,0.6808510638297872
S-477506,9.0,10.333333333333334,0.7941176470588235
S-47e122,9.0,9.0,0.9
S-482e5b,8.0,11.0,0.6666666666666666
S-487d18,10.0,10.5,0.8695652173913043
S-495d33,11.0,8.555555555555555,1.1511627906976745
S-495e57,12.0,12.25,0.9056603773584906
S-49aa80,9.0,10.222222222222221,0.801980198019802
S-4a0cb3,9.0,10.333333333333334,0.7941176470588235
S-4a8ce0,11.0,10.875,0.9263157894736842
S-4b005c,11.0,8.5,1.1578947368421053
S-4b26c5,6.0,8.428571428571429,0.6363636363636364
S-4b9d7c,10.0,10.0,0.9090909090909091
S-4c8e19,7.0,8.8,0.7142857142857142
S-4cd678,9.0,9.0,0.9
S-4d5ab5,12.0,8.666666666666666,1.2413793103448276
S-4e4b10,6.0,7.4,0.7142857142857143
S-4e563b,8.0,9.0,0.8
S-4e63e7,10.0,9.5,0.9523809523809523
S-4ed997,5.0,10.375,0.43956043956043955
S-4f2ca8,9.0,11.714285714285714,0.7078651685393259
S-4f56f5,13.0,10.142857142857142,1.1666666666666667
S-4f7b91,12.0,10.076923076923077,1.0833333333333333
S-4f9730,7.0,8.75,0.717948717948718
S-4fdfa3,10.0,11.0,0.8333333333333334
S-50334b,12.0,10.75,1.0212765957446808
S-503afa,13.0,8.0,1.4444444444444444
S-506cbd,1.0,8.0,0.1111111111111111
S-50e9f3,11.0,9.25,1.0731707317073171
S-510009,11.0,8.75,1.1282051282051282
S-510999,21.0,10.0,1.9090909090909092
S-511e50,9.0,9.166666666666666,0.8852459016393444
S-5163bd,8.0,9.857142857142858,0.7368421052631579
S-519509,7.0,10.8,0.5932203389830508
S-51c0d1,8.0,8.333333333333334,0.8571428571428571
S-51f213,16.0,12.5,1.1851851851851851
